Author-作者,Title-题名,Source-刊名,Year-年,Roll-卷,Period-期,PageCount-页码
李雅男;,工会维权难 仍需对症下药——专访中国劳动关系学院教授许晓军,小康,2011,,2,"""76"""
李正军;,和谐劳资视阈下的工会维权困境与解决路径探析,中共四川省委党校学报,2011,,1,"""75-78"""
,工运短波,时代风采,2011,,12,"""28-29"""
朱虹;,如何做到维权与维稳的统一——试论社会管理中基层工会的定位,中国劳动关系学院学报,2011,,6,"""31-35"""
童勇;,论工会科学维权的原则和关键,工会论坛(山东省工会管理干部学院学报),2011,,6,"""14-16"""
蔡平;,“劳动仲裁工会派出庭”维权更给力,工会信息,2011,,22,"""11"""
王晨静;孙晓冬;,农民工工会管理维权模式可行性分析——基于四川“源头入会、城际互联”模式的考察,调研世界,2011,,11,"""24-27"""
李晓南;,社会转型期基层工会组织建设研究,山西广播电视大学学报,2011,,6,"""90-92"""
开宝;流沙;望东;,共同的责任——嵩明县工会、劳动部门联合维权纪实,时代风采,2011,,11,"""24-25"""
余海元;何春林;彭军;,维权、创新 工会参与社会管理的根本途径,工会信息,2011,,21,"""17-18"""
向晓文;,成都市建立城际间工会联动机制 提高农民工维权实效,工会博览,2011,,11,"""49"""
马玲;,浅析维权中工会的角色缺位,法制与社会,2011,,30,"""166+170"""
郭振纲;,工会维权需要“硬把子”,工会信息,2011,,19,"""1"""
魏亮洁;,重构工会集体谈判维权功能——以“富士康”事件为视角,今日财富(金融发展与监管),2011,,9,"""164-165"""
向丽;,加强工会信息工作 发挥维权保稳定作用,工会信息,2011,,17,"""21-22"""
王荣;,扎实推进工会职工维权档案管理,兰台世界,2011,,S2,"""138-139"""
,抓住四个环节 搞好企业工资集体协商,建材发展导向,2011,,4,"""43-45"""
,云南各级工会加大维权帮扶力度,工会信息,2011,,16,"""38"""
杨玉才;顾慧晶;,沁源工会建立“四级”维权网,工会信息,2011,,16,"""40-41"""
王燕;,工会应当始终把维权当作第一要务,工友,2011,,8,"""38-39"""
伍朝阳;,柳工工会为职工聘请维权律师,工会信息,2011,,15,"""34"""
曹海英;,特殊区域中的工会维权——记北京经济技术开发区劳动争议调解中心,工会博览,2011,,8,"""8-9"""
冯贵华;,南郑工会成立职工维权服务小分队,工会信息,2011,,14,"""36"""
张欣;,工会社会化维权对实现农民工“体面劳动”的初步探索,科教导刊(中旬刊),2011,,7,"""183+185"""
李军;,如何提高工会的维权能力,兵团工运,2011,,7,"""14"""
范家德;,工会组织科学维权工作的思考,工会信息,2011,,13,"""12-13"""
,工会提高维权实效理论研究专题,中国工运,2011,,6,"""50-51"""
郝安珍;,做好困难女职工的亲情服务要突出“四心”,工会论坛(山东省工会管理干部学院学报),2011,,3,"""37-38"""
唐建平;,"老板不管,工会出手!——松滋市水镇工会农民工维权站赴山西维权纪实",工友,2011,,5,"""7"""
,外刊概要,世界知识,2011,,9,"""6-7"""
彭文婷;,践行科学发展观 实现工会工作新跨越,新西部(下旬.理论版),2011,,3,"""44+39"""
胡传荣;,非公企业维权机制建设探讨,工会论坛(山东省工会管理干部学院学报),2011,,2,"""21-23"""
王文贤;,关于新形势下国有企业工会如何做好维权工作的几点思考,品牌(理论月刊),2011,,3,"""49"""
袁启胜;,基层工会干部维权“着力点”初探,工友,2011,,3,"""38-39"""
张维仲;,建立维权协作机制很有必要,工会博览,2011,,3,"""37"""
张红秀;,职业院校工会组织提高维权工作实效之我见,中国轻工教育,2011,,1,"""73-75"""
曾煜;,让农民工享有社会保障、体面劳动和有尊严的生活,福建论坛(人文社会科学版),2011,,2,"""147-152"""
曹海英;,维权号角吹响后的房山工会,工会博览,2011,,2,"""12-14"""
曾秀钗;张跃良;,泉州工会 创新维权 活水长流,中国市场,2011,,4,"""91"""
张建国;,坚守工会依法维权的原则性,工会信息,2011,,2,"""20-21"""
辛建忠;,抓好源头入会 实现互利双赢——建工师工会创新农民工入会和维权工作的做法,兵团工运,2011,,1,"""13"""
梅辉太;,维权维稳的现状与对策,工会信息,2011,,1,"""12-13"""
周建权;,千里维权 只求心安——达县赵家镇泸陵村工会主席袁映泉的维权故事,工会信息,2011,,1,"""32"""
吴安吉;,夯实工会组织基础 提高依法维权实效,建材发展导向,2011,,6,"""68-69"""
康志春;,巩义市总工会维权注重“事前防范”,工会信息,2011,,24,"""43-44"""
李秀兰;,我国工会工作社会化问题思考,现代商贸工业,2011,,23,"""64-65"""
,荆州探索劳务派遣工作工会双向维权机制,工会信息,2011,,22,"""33"""
开宝;,“工会就是要做实事”,时代风采,2011,,11,"""4-6"""
范家德;,落实“两个普遍” 加强科学维权,中国职工教育,2011,,11,"""60-61"""
高峰;,以提高职工代表素质为抓手 引深职代会星级竞赛,东方企业文化,2011,,20,"""53"""
何家票;徐栩;,用良心和责任维权——昆明市禄劝县总工会维权纪实,时代风采,2011,,10,"""24-25"""
,文登市确保信访工作“五到位”,工会信息,2011,,19,"""43-44"""
杨冬梅;,加强工资集体协商立法的几点思考,中国工人,2011,,10,"""22-25"""
黄羡琳;,论“工会法治化”的中国特色社会主义工会制度发展新途径,社会保障研究,2011,,5,"""108-112"""
曾晶;范华;徐鹏;,农民工工伤理赔遇难 工会牵头维权解忧,工友,2011,,9,"""19"""
魏薇;,从海员维权工作看新时期产业工会的建设与改革,工会信息,2011,,18,"""16-17"""
谭正航;,论高校工会的独立性,当代教育论坛(综合研究),2011,,9,"""105-106"""
张建庄;,浅析工会的维权职能及实现途径,科技信息,2011,,25,"""416+116"""
张屹山;赵杨;翟岩;,扩大内需的意义与途径的再认识,社会科学战线,2011,,9,"""31-39"""
凌卫洪;楼颖平;王静;,杭州市西湖区古荡街道工会试水“卡通维权”宣传,工会信息,2011,,17,"""36"""
,大力发展职工互助保障事业 精心打造首都工会为职工维权的闪亮品牌,中国职工教育,2011,,8,"""2"""
赵家虎;,中铁十一局集团五公司建立拖欠职工工资曝光台,工会信息,2011,,14,"""44"""
杨冰;,"“组织起来,切实维权”——河津市餐饮行业工会联合会调查报告",工会信息,2011,,14,"""25-26"""
徐栩;,职工维权绿色通道——玉溪市红塔区总工会维权纪实,时代风采,2011,,7,"""18-19"""
张彤云;,关于职工利益诉求表达机制建设的探讨,时代风采,2011,,7,"""27"""
汤慧艳;,“维权”必须维“全”——谈正确理解“维权”的全部意义,中国电力教育,2011,,18,"""74-75"""
辛文;,新形势下企业工会工作的新途径和新方法探微,宝鸡文理学院学报(社会科学版),2011,,S1,"""46-49"""
,以维权促维稳,中国工运,2011,,6,"""35-36"""
马红南;,网聚民意 联动维权——工会组织建立社会管理新机制的探索,工会理论研究(上海工会管理职业学院学报),2011,,3,"""9-10"""
张志奇;,我国就业结构与产业结构的偏离及对工会工作的启示,中国劳动关系学院学报,2011,,3,"""18-21"""
余长美;,增强基层工会活力 创新广电工会工作,科技信息,2011,,15,"""830"""
,言论,当代教育论坛(综合研究),2011,,5,"""128"""
韩宏亮;,略论工会的制度维权,工会信息,2011,,9,"""14-15"""
胡立强;,关于企业工会履行维权职能的思考,建材发展导向,2011,,2,"""41-43"""
吴全国;,企业社会责任:新形势下的维权新视角——工会社会化维权的“义乌模式”,今日浙江,2011,,6,"""48-49"""
韩宝庆;,杭州萧山区:四级维权帮扶网络推进维权工作,工会信息,2011,,6,"""26-27"""
秦红玮;,浅谈新形势下国企工会工作的新思路,经营管理者,2011,,6,"""323"""
刘永峰;张红军;,律师兼主席 维权真给力——十堰市已经吃了三年“螃蟹”,工友,2011,,3,"""4-8"""
姜琳;,试析中国特色社会主义工会工作的内涵,四川建材,2011,,1,"""180-181"""
,坚持实干创新 打造职工文化 为丰富和发展企业文化注入新动力,中国职工教育,2011,,2,"""15-16"""
孔庆成;,工会推动企业文化建设是实现维权最大化的最佳平台,中国职工教育,2011,,2,"""23-24"""
吴凤才;,浅谈新形势下国企工会工作的新思路,才智,2011,,4,"""14"""
李雅男;,职工维权 工会给力 在逼迫中被推上前台,小康,2011,,2,"""74-75"""
,吉首启动工会主席专职化试点工作,工会信息,2011,,1,"""45"""
林建成;,把建设“职工书屋”作为提高职工综合素质有效载体,中国职工教育,2011,,1,"""38-39"""
郭有才;,提高建会率 确保职工权益——平谷区工会做好维权工作的几点体会,工会博览,2011,,1,"""45-46"""
汤哲;,1949—1952年北京工会的“双维”角色,党史研究与教学,2011,,6,37-41
王天明;,新形势下企业工会如何履行维护职能,现代企业,2011,,11,38-39
范先国;张黔;,你幸福了吗——对中建三局三公司员工幸福指数调查幸福,工友,2011,,11,34-35
李为民;,县级工会经审工作存在的问题及破解之途,工会信息,2011,,22,21-22
叶清;曾凡柱;,心系工会 情注员工——记湖北省优秀工会工作者、安陆市信用联社工会主席叶水清,中国工人,2011,,11,68
夏荣静;,推进我国农民工市民化的研究综述,经济研究参考,2011,,60,60-65
,信息短波,工会信息,2011,,20,47-48
钱贵荣;,余姚河姆渡镇创新外来务工人员管理,工会信息,2011,,19,42-43
曲延志;,中国特色社会主义工会发展道路的探索与经验,中国劳动关系学院学报,2011,,5,31-34
张勇;燕晓飞;,建立健全权力制约监督机制的几点思考,中国劳动关系学院学报,2011,,5,35-38
姚仰生;,工会改革的逻辑及措施——基于文献的思考,天津市工会管理干部学院学报,2011,,3,25-28
刘丽;,当前非公有制企业工会组织发展的困境及原因分析,党史文苑,2011,,18,66-67
许晓军;吴清军;,对中国工会性质特征与核心职能的学术辨析——基于国家体制框架内工会社会行为的视角,人文杂志,2011,,5,165-172
陈迪;,慈溪市总健全新经济组织社会服务机制,工会信息,2011,,17,42
郑文君;,国有企业如何做好工会工作,中国城市经济,2011,,15,363-364
,论点摘编,公安研究,2011,,7,18+41+52+69+74+89+94-96
王炳忠;章杭科;李清水;,现代大学制度背景下的教代会地位及其作用,新西部(下旬.理论版),2011,,6,166+173
国务院发展研究中心课题组;侯云春;韩俊;蒋省三;何宇鹏;金三林;,“十二五”时期推进农民工市民化的政策要点,发展研究,2011,,6,4月12日
邵彩玲;张洪杰;,农民工的“三种资本”对其社会融入的影响,调研世界,2011,,6,34-36
刘新村;,创新企业工会工作的理论思考与实践,北京市工会干部学院学报,2011,,2,32-35
胡剑凝;,努力孕育体面和尊严的“厚土”——浅谈如何提升职工群众的幸福指数,广西职业技术学院学报,2011,,3,67-69
宋汉林;,劳动公益诉讼:工会参与的困境与对策,理论导刊,2011,,6,95-98
李春立;陈彦彦;,论工会对农民工劳资关系之协调,学术交流,2011,,6,149-152
孙璐;,泸州市总实行基层工会法律顾问委派制度,工会信息,2011,,10,34
汤哲;,试析1949—1952年我国工会的“双维”角色,北京社会科学,2011,,2,101-105
刘云洪;,工会经费收缴中的问题和对策,中国工会财会,2011,,4,14-15
周爱光;张恩利;,英国职业足球运动员工会援助服务机制及启示,西安体育学院学报,2011,,2,129-132+150
石晓天;,农民工权益维护的路径分析及其出路,湖北省社会主义学院学报,2011,,1,77-81
易令平;,关于工会参与职业病防治工作的思考,商业文化(下半月),2011,,2,269-270
朱志坚;,企业工会如何发挥重要作用的深度思考,工会论坛(山东省工会管理干部学院学报),2011,,1,13-15
吴建平;,从企业参与治理到地方治理参与——从国家治理模式转变看中国工会组织与制度变革,学海,2011,,1,130-137
刘玉莹;,一个镇总工会的跨省维权之路——巍山县大仓镇总工会维权纪实,时代风采,2011,,1,12
任双良;,村级工会现状的调查,工会信息,2011,,24,23
张成军;,注重工会在企业改制中的源头参与,工会信息,2011,,24,26
张海军;平玉良;,建设“满意、有为、活力、创新”的基层工会,工会信息,2011,,24,28-30
孙洪;,在抓企业文化建设中提升职工素质,工会信息,2011,,24,33-35
栗先凤;,安阳发电厂工会以“三心”达“三愿”,工会信息,2011,,24,46
,国际劳工局青年农民工普法研讨会在西安举办,工会信息,2011,,22,40-41
孙璐;,泸州市总工会发展和谐劳动关系,工会信息,2011,,22,41-42
江浩;林韩;,宜昌建立劳动争议仲裁工会派出庭,工会信息,2011,,22,35-36
柯周梅;,茂名:党工合力创建具有茂名特色工会工作,工会信息,2011,,21,38
施燕;,劳动争议调解:构建和谐劳动关系不可或缺的切入点,工会信息,2011,,21,14-15
,非公企业工会主席权益保障的探索与实践,工会信息,2011,,20,21-22
,《福州市工会会员评议职工之家活动实施办法(试行)》出台,工会信息,2011,,20,31-32
陈迪;,慈溪“六到位”推进职工服务中心建设,工会信息,2011,,20,39-40
,唐山推进非公企业工会组建与管理,工会信息,2011,,19,26-27
李龙昊;,加强工会信息工作推动工会工作创新,工会信息,2011,,19,32
李军;,五莲:“网上问政”搭建工会与职工“连心桥”,工会信息,2011,,19,33
苏伦;,内江市成立农民工维权联合会,工会信息,2011,,19,35
